Product Name,Category,Location,MRP,Blinkit Price,Zepto Price,Instamart Price,Discount (%),Margin (%),Festive/Seasonal Impact,Delivery Distance (km),Shelf Life (days),Min Stock,Max Stock,Final Price,Customer Sentiment,Weight (g/ml),Weight Unit,Order Year,Order Month,Order Day,Order Hour,Order Time Category
Tomatoes (),Vegetables,Kothrud,47,39.5,38.8,38.88,16,29,Diwali,2.0,7,26,127,39.06,Positive,1000.0,g,2024,2,16,6,Morning
Tomatoes (),Vegetables,Viman Nagar,47,38.28,38.37,38.09,19,22,,1.8,5,34,62,38.25,Positive,1000.0,g,2024,10,15,11,Morning
Salt (),Grocery,Aundh,20,17.87,17.55,17.97,14,19,Winter,2.4,345,50,109,17.8,Positive,500.0,g,2024,8,8,3,Night
Coffee (),Grocery,Aundh,200,189.62,189.43,189.36,5,20,Diwali,1.8,279,30,148,189.47,Neutral,200.0,g,2024,5,31,18,Evening
Atta (),Grocery,Viman Nagar,70,60.79,60.53,61.08,14,12,Holi,3.5,187,49,62,60.8,Positive,1000.0,g,2024,11,28,21,Night
Sugar (),Grocery,Kothrud,58,49.77,50.34,50.8,14,13,,1.2,345,22,131,50.3,Positive,1000.0,g,2024,10,15,2,Night
Amul Milk (),Dairy,Baner,56,46.23,45.51,44.99,18,13,Summer,2.2,12,23,54,45.58,Negative,1.0,l,2024,12,23,1,Night
Sugar (),Grocery,Viman Nagar,58,54.33,55.55,55.01,5,28,Exam Season,3.8,249,11,191,54.96,Negative,1000.0,g,2024,8,6,17,Evening
Govardhan Paneer (),Dairy,Baner,109,98.62,98.99,98.94,9,11,Monsoon,3.0,11,21,25,98.85,Negative,200.0,g,2024,8,11,23,Night
Saffola Oil (),Grocery,Baner,176,153.54,153.56,152.53,13,18,Winter,1.1,228,25,140,153.21,Negative,1.0,l,2024,11,10,17,Evening
Sugar (),Grocery,Baner,58,47.68,47.97,48.14,18,11,Winter,2.1,333,33,150,47.93,Positive,1000.0,g,2024,11,14,17,Evening
Govardhan Paneer (),Dairy,Wakad,109,91.88,91.3,91.66,16,14,Exam Season,2.3,10,36,81,91.61,Neutral,200.0,g,2024,8,13,7,Morning
Apples (),Fruits,Kothrud,157,132.41,131.18,132.23,16,25,Holi,3.7,12,37,60,131.94,Negative,1000.0,g,2024,8,21,20,Evening
Coffee (),Grocery,Aundh,200,168.29,167.9,168.08,16,15,Summer,4.6,309,50,88,168.09,Negative,200.0,g,2024,8,20,13,Afternoon
Parle-G,Biscuits,Wakad,45,41.2,40.65,41.45,10,16,Monsoon,4.3,70,36,65,41.1,Negative,,Unknown,2024,7,13,17,Evening
Oranges (),Fruits,Baner,87,80.19,79.55,80.14,8,15,Diwali,4.0,12,41,71,79.96,Neutral,1000.0,g,2024,5,6,9,Morning
Amul Milk (),Dairy,Wakad,56,45.92,46.18,46.3,17,13,Holi,1.9,12,19,197,46.13,Neutral,1.0,l,2024,12,13,16,Afternoon
Salt (),Grocery,Baner,20,18.39,19.23,18.79,8,19,Winter,2.0,257,23,162,18.8,Negative,500.0,g,2024,9,4,20,Evening
Wheat (),Grocery,Aundh,80,75.06,75.24,75.37,5,12,,1.3,210,37,129,75.22,Negative,1000.0,g,2024,9,13,22,Night
Apples (),Fruits,Baner,157,134.71,134.77,134.63,14,29,Monsoon,3.4,7,41,50,134.7,Negative,1000.0,g,2024,7,13,4,Night
Parle-G,Biscuits,Kothrud,45,39.55,39.87,38.92,13,27,,4.1,148,47,137,39.45,Negative,,Unknown,2024,9,22,23,Night
Govardhan Paneer (),Dairy,Baner,109,103.39,102.98,101.63,6,18,Holi,3.2,8,50,75,102.67,Positive,200.0,g,2024,6,25,13,Afternoon
Apples (),Fruits,Kothrud,157,124.67,125.22,126.15,20,24,Exam Season,1.9,8,10,186,125.35,Negative,1000.0,g,2024,2,19,20,Evening
Sugar (),Grocery,Wakad,58,53.94,53.87,54.33,7,22,Holi,4.2,347,13,78,54.05,Neutral,1000.0,g,2024,8,15,10,Morning
Wheat (),Grocery,Wakad,80,72.8,71.59,71.33,10,19,Holi,3.4,208,19,39,71.91,Negative,1000.0,g,2024,3,18,7,Morning
Govardhan Paneer (),Dairy,Viman Nagar,109,103.32,104.04,103.86,5,15,Exam Season,4.1,9,21,79,103.74,Positive,200.0,g,2024,5,12,1,Night
Govardhan Paneer (),Dairy,Aundh,109,88.91,89.19,87.52,19,15,Monsoon,1.6,14,46,53,88.54,Neutral,200.0,g,2024,6,19,3,Night
Govardhan Paneer (),Dairy,Kothrud,109,88.42,89.43,89.77,18,30,Winter,3.2,12,12,84,89.21,Negative,200.0,g,2024,6,18,10,Morning
Oranges (),Fruits,Viman Nagar,87,80.08,81.67,81.24,7,25,,2.6,9,17,24,81.0,Positive,1000.0,g,2024,3,3,21,Night
Rice (),Grocery,Wakad,100,88.89,89.99,88.75,11,18,Exam Season,2.9,227,47,153,89.21,Neutral,1000.0,g,2024,2,14,23,Night
Oranges (),Fruits,Baner,87,76.72,76.7,77.83,11,10,Exam Season,2.5,7,17,152,77.08,Neutral,1000.0,g,2024,9,15,14,Afternoon
Coffee (),Grocery,Wakad,200,189.61,190.62,189.64,5,17,Diwali,4.4,228,40,163,189.96,Positive,200.0,g,2024,7,4,22,Night
Salt (),Grocery,Baner,20,16.71,16.85,17.32,17,12,Exam Season,1.6,310,19,37,16.96,Positive,500.0,g,2024,7,4,12,Afternoon
Oreo Biscuit,Biscuits,Baner,99,88.59,89.61,89.78,10,21,Diwali,4.8,112,13,124,89.33,Negative,,Unknown,2024,1,17,15,Afternoon
Parle-G,Biscuits,Viman Nagar,45,40.39,40.91,39.83,11,29,,4.3,155,18,141,40.38,Positive,,Unknown,2024,8,26,19,Evening
Oreo Biscuit,Biscuits,Viman Nagar,99,88.58,89.14,89.09,10,12,Monsoon,2.7,113,14,158,88.94,Positive,,Unknown,2024,2,2,22,Night
Dal (),Grocery,Baner,90,78.09,78.23,78.91,13,20,Summer,2.2,334,30,109,78.41,Neutral,500.0,g,2024,11,28,4,Night
Govardhan Paneer (),Dairy,Wakad,109,90.98,91.15,90.65,17,27,Holi,4.7,14,46,82,90.93,Neutral,200.0,g,2024,7,1,6,Morning
Parle-G,Biscuits,Baner,45,36.95,36.07,36.23,20,12,Monsoon,2.0,179,27,101,36.42,Negative,,Unknown,2024,8,18,20,Evening
Oreo Biscuit,Biscuits,Aundh,99,84.96,84.28,83.85,15,19,Summer,1.8,126,36,108,84.36,Negative,,Unknown,2024,4,12,11,Morning
Bananas (),Fruits,Aundh,61,56.11,55.89,54.89,9,21,Winter,3.9,12,23,142,55.63,Neutral,1.0,dozen,2024,8,13,22,Night
Oreo Biscuit,Biscuits,Aundh,99,85.42,84.55,85.72,14,20,,1.7,163,41,137,85.23,Neutral,,Unknown,2024,4,5,9,Morning
Apples (),Fruits,Viman Nagar,157,137.45,136.51,136.27,13,18,Monsoon,3.4,8,34,175,136.74,Negative,1000.0,g,2024,6,1,15,Afternoon
Sugar (),Grocery,Baner,58,51.32,50.37,51.44,13,28,Exam Season,4.3,325,36,87,51.04,Neutral,1000.0,g,2024,4,13,4,Night
Saffola Oil (),Grocery,Viman Nagar,176,140.99,140.75,140.57,20,13,Monsoon,1.6,272,13,24,140.77,Positive,1.0,l,2024,11,25,0,Night
Rice (),Grocery,Kothrud,100,86.25,86.19,87.49,13,23,,1.8,325,13,16,86.64,Neutral,1000.0,g,2024,2,13,6,Morning
Parle-G,Biscuits,Wakad,45,38.72,38.63,38.59,13,29,Monsoon,3.3,178,45,136,38.65,Negative,,Unknown,2024,11,22,12,Afternoon
Tea (),Grocery,Aundh,150,128.02,126.84,128.43,15,22,,1.8,184,20,44,127.76,Neutral,250.0,g,2024,8,9,20,Evening
Coffee (),Grocery,Viman Nagar,200,183.49,183.81,183.48,8,29,,1.7,236,27,55,183.59,Positive,200.0,g,2024,1,2,5,Morning
Tea (),Grocery,Kothrud,150,124.39,123.96,125.19,17,23,Holi,3.8,218,34,192,124.51,Negative,250.0,g,2024,10,18,12,Afternoon
Apples (),Fruits,Baner,157,136.0,136.94,136.46,13,26,Diwali,2.4,14,42,200,136.47,Positive,1000.0,g,2024,5,30,15,Afternoon
Bingo Mad Angles,Snacks,Wakad,20,16.09,15.95,17.47,16,22,Exam Season,1.7,83,23,104,16.5,Negative,,Unknown,2024,5,17,4,Night
Apples (),Fruits,Kothrud,157,135.82,134.78,135.78,14,10,Exam Season,3.7,10,14,130,135.46,Neutral,1000.0,g,2024,10,3,22,Night
Sugar (),Grocery,Viman Nagar,58,48.44,47.76,48.59,16,24,Diwali,4.6,291,26,116,48.26,Positive,1000.0,g,2024,3,29,18,Evening
Coffee (),Grocery,Kothrud,200,159.32,159.44,160.17,20,26,Summer,3.4,189,34,128,159.64,Positive,200.0,g,2024,1,19,15,Afternoon
Tea (),Grocery,Baner,150,134.18,135.39,134.1,10,12,Monsoon,3.1,295,19,95,134.56,Negative,250.0,g,2024,2,25,0,Night
Bananas (),Fruits,Kothrud,61,54.36,54.52,54.94,10,17,Winter,4.5,7,46,92,54.61,Neutral,1.0,dozen,2024,4,21,22,Night
Oranges (),Fruits,Viman Nagar,87,77.77,78.92,77.69,10,12,Holi,1.3,11,21,158,78.13,Positive,1000.0,g,2024,2,18,5,Morning
Bingo Mad Angles,Snacks,Wakad,20,17.25,16.11,17.66,16,17,Winter,4.1,73,27,159,17.01,Negative,,Unknown,2024,11,11,20,Evening
Sugar (),Grocery,Wakad,58,54.31,53.85,54.46,6,14,Diwali,2.0,274,46,118,54.21,Neutral,1000.0,g,2024,6,28,13,Afternoon
Tea (),Grocery,Viman Nagar,150,138.43,137.32,138.21,8,11,Exam Season,1.3,214,10,84,137.99,Negative,250.0,g,2024,6,27,22,Night
Oreo Biscuit,Biscuits,Viman Nagar,99,82.27,82.62,82.95,17,24,Monsoon,4.8,105,48,196,82.61,Neutral,,Unknown,2024,10,5,23,Night
Apples (),Fruits,Kothrud,157,128.07,129.46,127.99,18,11,Diwali,1.8,12,29,59,128.51,Neutral,1000.0,g,2024,8,22,17,Evening
Bananas (),Fruits,Viman Nagar,61,52.21,52.09,51.86,14,10,Holi,1.9,9,38,190,52.05,Neutral,1.0,dozen,2024,11,3,0,Night
Dal (),Grocery,Kothrud,90,78.48,80.0,80.01,12,18,Holi,2.9,362,39,135,79.5,Negative,500.0,g,2024,12,8,16,Afternoon
Salt (),Grocery,Viman Nagar,20,17.32,15.89,15.69,18,30,Exam Season,4.7,275,13,103,16.3,Negative,500.0,g,2024,6,29,14,Afternoon
Apples (),Fruits,Viman Nagar,157,134.73,135.05,134.97,14,25,,1.3,10,29,159,134.92,Negative,1000.0,g,2024,3,5,10,Morning
Sugar (),Grocery,Baner,58,49.58,50.48,50.72,13,21,Exam Season,1.1,265,49,167,50.26,Negative,1000.0,g,2024,5,14,17,Evening
Parle-G,Biscuits,Kothrud,45,42.9,42.47,43.07,6,25,Summer,2.7,64,45,190,42.81,Neutral,,Unknown,2024,7,15,11,Morning
Rice (),Grocery,Aundh,100,82.66,83.43,83.46,17,30,Winter,2.1,230,15,173,83.18,Positive,1000.0,g,2024,5,29,2,Night
Coffee (),Grocery,Viman Nagar,200,187.09,187.02,187.27,6,23,Exam Season,3.3,218,37,178,187.13,Negative,200.0,g,2024,8,8,15,Afternoon
Coffee (),Grocery,Aundh,200,185.33,185.07,186.45,7,12,,1.9,352,41,71,185.62,Positive,200.0,g,2024,2,1,1,Night
Bingo Mad Angles,Snacks,Kothrud,20,17.5,17.71,16.32,16,27,Diwali,3.2,114,50,134,17.18,Neutral,,Unknown,2024,7,23,13,Afternoon
Dal (),Grocery,Wakad,90,78.91,78.86,77.79,13,10,Diwali,2.7,264,42,119,78.52,Negative,500.0,g,2024,7,12,17,Evening
Apples (),Fruits,Baner,157,135.62,134.54,135.67,14,27,Diwali,1.9,10,39,79,135.28,Positive,1000.0,g,2024,12,25,15,Afternoon
Wheat (),Grocery,Wakad,80,67.03,67.0,67.33,16,19,Diwali,1.3,339,40,57,67.12,Positive,1000.0,g,2024,10,27,23,Night
Parle-G,Biscuits,Baner,45,37.98,36.66,37.3,17,10,Holi,2.3,75,29,90,37.31,Negative,,Unknown,2024,7,7,22,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,96.82,97.71,96.58,11,29,Diwali,4.2,7,48,132,97.04,Negative,200.0,g,2024,8,18,11,Morning
Apples (),Fruits,Baner,157,145.17,146.48,145.31,7,23,,3.0,9,13,14,145.65,Positive,1000.0,g,2024,7,1,23,Night
Atta (),Grocery,Baner,70,61.17,59.93,60.57,14,21,Exam Season,3.7,190,20,100,60.56,Positive,1000.0,g,2024,5,8,5,Morning
Wheat (),Grocery,Baner,80,75.38,74.63,75.04,7,16,Diwali,4.2,305,16,85,75.02,Negative,1000.0,g,2024,8,18,10,Morning
Tomatoes (),Vegetables,Wakad,47,44.37,43.28,42.84,7,29,Winter,4.4,10,42,67,43.5,Positive,1000.0,g,2024,7,11,18,Evening
Tea (),Grocery,Kothrud,150,125.2,124.83,124.89,17,24,,2.4,258,28,196,124.97,Neutral,250.0,g,2024,10,1,1,Night
Apples (),Fruits,Viman Nagar,157,138.75,138.85,138.49,12,16,Winter,2.0,9,12,33,138.7,Positive,1000.0,g,2024,1,23,19,Evening
Wheat (),Grocery,Aundh,80,64.05,65.25,64.36,19,20,,3.8,241,40,152,64.55,Neutral,1000.0,g,2024,6,8,4,Night
Wheat (),Grocery,Wakad,80,69.67,68.22,68.75,14,11,Monsoon,2.5,229,32,49,68.88,Negative,1000.0,g,2024,1,19,23,Night
Saffola Oil (),Grocery,Kothrud,176,159.03,158.33,159.33,10,20,Holi,2.8,361,37,118,158.9,Negative,1.0,l,2024,12,21,13,Afternoon
Atta (),Grocery,Baner,70,63.91,62.83,62.97,10,20,Winter,1.6,241,42,197,63.24,Positive,1000.0,g,2024,7,11,9,Morning
Coffee (),Grocery,Aundh,200,179.84,180.54,180.26,10,20,Monsoon,4.2,266,10,37,180.21,Negative,200.0,g,2024,7,6,12,Afternoon
Oreo Biscuit,Biscuits,Aundh,99,89.76,90.41,90.56,9,26,Exam Season,2.1,173,43,195,90.24,Negative,,Unknown,2024,8,25,20,Evening
Salt (),Grocery,Viman Nagar,20,18.71,19.24,18.89,6,27,Winter,5.0,191,28,114,18.95,Negative,500.0,g,2024,1,7,22,Night
Bananas (),Fruits,Wakad,61,56.68,57.49,57.59,7,29,Monsoon,3.3,10,38,106,57.25,Negative,1.0,dozen,2024,4,26,14,Afternoon
Saffola Oil (),Grocery,Aundh,176,152.91,152.13,152.58,13,17,Monsoon,4.8,241,35,36,152.54,Negative,1.0,l,2024,6,15,23,Night
Saffola Oil (),Grocery,Baner,176,153.19,153.92,154.0,13,10,Winter,3.0,343,29,183,153.7,Neutral,1.0,l,2024,9,14,14,Afternoon
Saffola Oil (),Grocery,Viman Nagar,176,156.71,156.74,157.2,11,17,Diwali,4.7,323,31,77,156.88,Negative,1.0,l,2024,7,30,16,Afternoon
Salt (),Grocery,Baner,20,15.56,16.69,17.29,18,10,Monsoon,1.4,246,20,189,16.51,Neutral,500.0,g,2024,4,23,12,Afternoon
Coffee (),Grocery,Viman Nagar,200,163.41,163.33,163.2,18,19,Exam Season,2.2,357,45,63,163.31,Neutral,200.0,g,2024,1,30,14,Afternoon
Dal (),Grocery,Baner,90,86.41,84.63,86.04,5,18,Winter,4.9,295,31,63,85.69,Positive,500.0,g,2024,7,13,8,Morning
Oranges (),Fruits,Viman Nagar,87,80.0,80.27,80.61,8,21,Diwali,4.2,9,34,83,80.29,Negative,1000.0,g,2024,7,30,18,Evening
Coffee (),Grocery,Baner,200,186.98,185.32,185.68,7,26,Diwali,4.3,229,40,130,185.99,Neutral,200.0,g,2024,1,12,13,Afternoon
Parle-G,Biscuits,Viman Nagar,45,36.11,36.92,37.52,18,16,Winter,1.7,141,40,191,36.85,Neutral,,Unknown,2024,10,17,9,Morning
Rice (),Grocery,Aundh,100,80.11,79.92,79.64,20,21,Winter,1.8,189,38,87,79.89,Positive,1000.0,g,2024,1,2,10,Morning
Amul Milk (),Dairy,Baner,56,47.34,46.87,47.72,16,20,Monsoon,4.4,7,16,169,47.31,Positive,1.0,l,2024,7,21,3,Night
Oranges (),Fruits,Baner,87,79.12,79.28,79.27,9,20,Diwali,1.5,12,25,105,79.22,Positive,1000.0,g,2024,7,27,13,Afternoon
Bananas (),Fruits,Kothrud,61,55.23,55.72,57.05,8,14,,3.8,9,27,115,56.0,Negative,1.0,dozen,2024,11,26,0,Night
Bananas (),Fruits,Baner,61,50.39,50.86,50.84,16,10,Diwali,1.1,12,21,45,50.7,Negative,1.0,dozen,2024,12,3,16,Afternoon
Dal (),Grocery,Wakad,90,82.53,81.99,82.33,8,20,Diwali,2.3,226,46,101,82.28,Positive,500.0,g,2024,8,14,2,Night
Rice (),Grocery,Aundh,100,86.62,87.52,87.51,13,12,,4.2,327,44,121,87.22,Neutral,1000.0,g,2024,12,17,23,Night
Oranges (),Fruits,Kothrud,87,72.71,71.29,73.05,17,23,,1.4,11,13,49,72.35,Negative,1000.0,g,2024,1,27,16,Afternoon
Wheat (),Grocery,Wakad,80,74.38,72.69,74.22,8,22,,3.2,220,47,191,73.76,Negative,1000.0,g,2024,12,13,14,Afternoon
Tea (),Grocery,Baner,150,134.37,135.84,135.4,10,13,Summer,3.5,300,23,56,135.2,Positive,250.0,g,2024,3,6,18,Evening
Oreo Biscuit,Biscuits,Aundh,99,94.41,94.8,94.2,5,16,Holi,3.0,67,37,92,94.47,Positive,,Unknown,2024,8,26,3,Night
Apples (),Fruits,Aundh,157,134.71,134.83,135.2,14,28,Winter,2.2,8,36,102,134.91,Positive,1000.0,g,2024,9,8,18,Evening
Govardhan Paneer (),Dairy,Baner,109,90.65,90.96,90.85,17,28,,1.7,14,17,189,90.82,Neutral,200.0,g,2024,4,6,14,Afternoon
Dal (),Grocery,Baner,90,79.69,79.66,79.57,12,14,Exam Season,4.9,208,46,47,79.64,Negative,500.0,g,2024,9,10,3,Night
Salt (),Grocery,Baner,20,18.83,18.68,18.89,5,14,Winter,3.9,274,30,136,18.8,Positive,500.0,g,2024,5,27,1,Night
Oreo Biscuit,Biscuits,Kothrud,99,88.83,87.4,87.89,11,16,Holi,4.5,91,41,167,88.04,Neutral,,Unknown,2024,4,16,8,Morning
Bananas (),Fruits,Baner,61,57.82,57.27,58.51,5,11,Summer,4.0,11,23,129,57.87,Neutral,1.0,dozen,2024,2,12,21,Night
Tomatoes (),Vegetables,Aundh,47,40.24,41.43,40.84,13,26,Summer,1.3,7,29,194,40.84,Negative,1000.0,g,2024,3,28,2,Night
Bingo Mad Angles,Snacks,Aundh,20,18.08,18.33,16.94,13,25,Monsoon,1.9,34,25,191,17.78,Positive,,Unknown,2024,7,7,16,Afternoon
Apples (),Fruits,Aundh,157,142.09,143.31,142.91,9,13,Diwali,2.1,11,35,41,142.77,Neutral,1000.0,g,2024,1,25,10,Morning
Wheat (),Grocery,Aundh,80,70.22,70.12,69.94,13,27,Summer,4.4,315,21,182,70.09,Neutral,1000.0,g,2024,7,12,0,Night
Oreo Biscuit,Biscuits,Baner,99,93.7,94.43,94.16,5,28,Exam Season,2.4,84,21,49,94.1,Negative,,Unknown,2024,10,11,12,Afternoon
Tomatoes (),Vegetables,Viman Nagar,47,41.06,41.15,41.23,13,29,Summer,3.3,5,34,155,41.15,Negative,1000.0,g,2024,8,30,13,Afternoon
Salt (),Grocery,Aundh,20,19.52,18.51,19.32,6,27,Summer,2.3,290,45,50,19.12,Positive,500.0,g,2024,9,24,20,Evening
Rice (),Grocery,Baner,100,90.46,91.73,90.41,9,23,Diwali,3.1,198,16,191,90.87,Neutral,1000.0,g,2024,8,1,1,Night
Bingo Mad Angles,Snacks,Aundh,20,17.24,16.99,17.31,11,28,Exam Season,2.6,180,38,92,17.18,Negative,,Unknown,2024,2,6,7,Morning
Parle-G,Biscuits,Aundh,45,40.59,40.9,41.6,8,30,Diwali,4.8,65,40,111,41.03,Positive,,Unknown,2024,7,29,3,Night
Atta (),Grocery,Baner,70,56.63,55.43,55.82,20,20,Winter,1.4,329,24,172,55.96,Neutral,1000.0,g,2024,4,17,20,Evening
Sugar (),Grocery,Viman Nagar,58,49.59,49.23,48.83,16,15,Monsoon,1.1,340,46,52,49.22,Positive,1000.0,g,2024,9,16,3,Night
Coffee (),Grocery,Aundh,200,179.47,179.09,179.36,10,16,Exam Season,1.8,297,13,183,179.31,Negative,200.0,g,2024,6,23,13,Afternoon
Tea (),Grocery,Wakad,150,140.24,141.82,140.41,6,30,Exam Season,4.0,355,37,77,140.82,Negative,250.0,g,2024,9,24,3,Night
Rice (),Grocery,Aundh,100,82.02,82.75,83.07,17,23,Holi,1.4,234,14,54,82.61,Positive,1000.0,g,2024,6,10,4,Night
Wheat (),Grocery,Viman Nagar,80,71.53,72.04,72.11,10,26,Exam Season,4.8,329,31,147,71.89,Neutral,1000.0,g,2024,3,2,3,Night
Oranges (),Fruits,Wakad,87,70.32,70.69,71.06,19,18,Exam Season,2.3,10,11,62,70.69,Neutral,1000.0,g,2024,6,6,14,Afternoon
Tomatoes (),Vegetables,Viman Nagar,47,38.92,38.82,37.3,19,14,Winter,4.6,10,44,73,38.35,Positive,1000.0,g,2024,8,5,12,Afternoon
Govardhan Paneer (),Dairy,Viman Nagar,109,98.3,98.55,99.94,9,14,Monsoon,2.0,13,48,188,98.93,Positive,200.0,g,2024,12,9,11,Morning
Rice (),Grocery,Aundh,100,92.68,93.08,92.52,7,20,Diwali,3.2,191,37,163,92.76,Positive,1000.0,g,2024,11,26,4,Night
Salt (),Grocery,Aundh,20,18.0,16.78,16.9,12,24,Winter,1.3,342,44,65,17.23,Neutral,500.0,g,2024,10,13,12,Afternoon
Parle-G,Biscuits,Viman Nagar,45,40.14,38.83,38.22,13,10,Exam Season,4.1,148,11,197,39.06,Neutral,,Unknown,2024,1,12,18,Evening
Rice (),Grocery,Kothrud,100,92.17,92.38,93.91,7,13,Exam Season,2.8,345,33,48,92.82,Neutral,1000.0,g,2024,11,1,19,Evening
Sugar (),Grocery,Aundh,58,49.06,48.53,50.13,15,30,Summer,2.2,246,20,42,49.24,Negative,1000.0,g,2024,7,30,22,Night
Dal (),Grocery,Wakad,90,71.57,72.04,72.54,20,14,Monsoon,1.7,308,49,60,72.05,Negative,500.0,g,2024,5,1,23,Night
Apples (),Fruits,Viman Nagar,157,128.67,127.83,127.84,18,18,,4.5,12,50,138,128.11,Negative,1000.0,g,2024,2,4,10,Morning
Amul Milk (),Dairy,Wakad,56,50.77,51.09,50.43,9,14,Summer,4.2,8,30,125,50.76,Neutral,1.0,l,2024,9,13,19,Evening
Saffola Oil (),Grocery,Kothrud,176,158.97,158.15,157.48,10,11,Summer,3.5,284,23,85,158.2,Positive,1.0,l,2024,6,8,7,Morning
Oranges (),Fruits,Viman Nagar,87,73.65,72.11,73.33,16,30,Diwali,4.8,9,18,35,73.03,Neutral,1000.0,g,2024,1,24,13,Afternoon
Coffee (),Grocery,Baner,200,165.51,166.06,166.78,17,26,,4.0,340,26,191,166.12,Negative,200.0,g,2024,3,9,21,Night
Oranges (),Fruits,Viman Nagar,87,76.59,76.32,77.09,12,26,Holi,3.6,11,25,65,76.67,Negative,1000.0,g,2024,9,18,8,Morning
Rice (),Grocery,Aundh,100,83.24,82.59,82.34,17,28,Monsoon,3.6,258,36,113,82.72,Neutral,1000.0,g,2024,3,2,14,Afternoon
Sugar (),Grocery,Aundh,58,52.52,53.23,52.84,9,16,Holi,1.4,201,39,50,52.86,Negative,1000.0,g,2024,11,15,5,Morning
Apples (),Fruits,Kothrud,157,129.62,131.2,130.06,17,19,Monsoon,4.5,9,35,94,130.29,Positive,1000.0,g,2024,10,7,1,Night
Amul Milk (),Dairy,Kothrud,56,49.99,51.32,51.22,10,10,Diwali,3.7,11,29,135,50.84,Negative,1.0,l,2024,11,3,14,Afternoon
Coffee (),Grocery,Kothrud,200,190.54,190.46,189.74,5,27,Diwali,3.8,225,27,112,190.25,Neutral,200.0,g,2024,10,8,18,Evening
Dal (),Grocery,Viman Nagar,90,84.95,84.28,84.18,6,30,Diwali,1.2,241,23,79,84.47,Negative,500.0,g,2024,3,22,3,Night
Amul Milk (),Dairy,Aundh,56,48.89,49.49,47.96,13,17,Winter,4.2,6,16,199,48.78,Positive,1.0,l,2024,8,20,23,Night
Bingo Mad Angles,Snacks,Wakad,20,18.49,18.61,17.8,8,28,Holi,1.4,80,41,97,18.3,Neutral,,Unknown,2024,2,22,7,Morning
Apples (),Fruits,Kothrud,157,148.34,148.29,148.03,6,12,Exam Season,4.7,14,30,130,148.22,Neutral,1000.0,g,2024,2,7,0,Night
Bingo Mad Angles,Snacks,Wakad,20,16.96,16.84,16.45,18,10,Winter,1.0,83,11,19,16.75,Positive,,Unknown,2024,8,15,14,Afternoon
Wheat (),Grocery,Kothrud,80,64.82,64.86,65.79,18,10,Winter,2.0,265,40,168,65.16,Negative,1000.0,g,2024,4,12,11,Morning
Tomatoes (),Vegetables,Wakad,47,39.37,39.3,38.9,18,22,,2.5,6,13,33,39.19,Negative,1000.0,g,2024,4,30,20,Evening
Rice (),Grocery,Baner,100,85.22,85.58,85.46,14,26,Winter,2.9,330,18,123,85.42,Positive,1000.0,g,2024,3,16,14,Afternoon
Atta (),Grocery,Aundh,70,62.85,63.6,63.37,9,23,Exam Season,1.3,189,28,62,63.27,Negative,1000.0,g,2024,7,20,19,Evening
Oranges (),Fruits,Viman Nagar,87,82.44,82.04,82.34,6,20,Monsoon,2.0,13,37,49,82.27,Negative,1000.0,g,2024,7,20,16,Afternoon
Wheat (),Grocery,Baner,80,72.65,73.49,73.68,9,16,Monsoon,4.5,313,23,116,73.27,Positive,1000.0,g,2024,5,31,16,Afternoon
Apples (),Fruits,Wakad,157,148.92,149.52,148.3,5,16,,1.4,10,26,114,148.91,Positive,1000.0,g,2024,5,18,4,Night
Saffola Oil (),Grocery,Viman Nagar,176,158.27,157.62,158.65,10,25,Diwali,2.7,344,19,179,158.18,Neutral,1.0,l,2024,3,22,21,Night
Oreo Biscuit,Biscuits,Kothrud,99,92.29,92.67,93.17,6,26,Summer,4.9,103,29,90,92.71,Positive,,Unknown,2024,7,4,4,Night
Oranges (),Fruits,Wakad,87,70.43,70.81,71.09,18,13,Exam Season,1.2,12,38,43,70.78,Neutral,1000.0,g,2024,8,23,5,Morning
Saffola Oil (),Grocery,Wakad,176,164.29,163.25,163.04,7,10,Summer,3.9,245,47,90,163.53,Negative,1.0,l,2024,6,5,10,Morning
Bananas (),Fruits,Wakad,61,51.37,50.94,51.29,17,30,Diwali,3.4,14,15,149,51.2,Neutral,1.0,dozen,2024,4,24,18,Evening
Dal (),Grocery,Wakad,90,75.76,75.87,75.74,16,14,Winter,2.3,255,11,140,75.79,Positive,500.0,g,2024,12,10,14,Afternoon
Tomatoes (),Vegetables,Wakad,47,42.74,42.61,41.05,11,17,Diwali,2.2,8,35,180,42.13,Positive,1000.0,g,2024,8,5,10,Morning
Saffola Oil (),Grocery,Viman Nagar,176,168.18,167.15,167.0,5,13,Diwali,2.8,187,38,83,167.44,Negative,1.0,l,2024,10,17,23,Night
Salt (),Grocery,Kothrud,20,17.64,17.04,17.94,12,29,Diwali,4.6,242,43,79,17.54,Neutral,500.0,g,2024,9,12,6,Morning
Oranges (),Fruits,Baner,87,75.48,75.61,75.74,14,13,Winter,4.9,13,31,39,75.61,Neutral,1000.0,g,2024,8,1,7,Morning
Dal (),Grocery,Viman Nagar,90,75.69,74.89,75.92,16,12,Diwali,4.1,326,34,123,75.5,Negative,500.0,g,2024,6,7,0,Night
Rice (),Grocery,Aundh,100,80.62,79.2,80.66,20,14,,4.1,260,46,133,80.16,Neutral,1000.0,g,2024,12,24,18,Evening
